Date,Close,Open,RSV,ATR,MA7,MA14,MA21,Middle_Band,Upper_Band,Lower_Band,DIF,DEA,MACD
2005/2/1,905.8,917.3,0.47661361983998574,23.094999999999995,976.0485714285714,990.46,998.234761904762,998.234761904762,1064.4030862951497,932.0664375143742,-13.255621,-1.927608,-22.656024
2005/2/2,958.39,904.13,43.453191318971726,26.383571428571422,966.1028571428571,985.3949999999999,996.7304761904762,996.7304761904762,1064.8512109888743,928.6097413920781,-13.612232,-4.264533,-18.695397
2005/2/3,936.86,956.73,26.211259710098517,26.569285714285716,954.9257142857142,980.0364285714286,993.0771428571428,993.0771428571428,1065.913205895636,920.2410798186495,-15.453995,-6.502426,-17.90314
2005/2/4,952.39,937.15,40.56484828107925,26.029999999999998,947.1471428571429,977.5885714285714,990.5495238095239,990.5495238095239,1064.898142173496,916.2009054455517,-15.481998,-8.29834,-14.367316
2005/2/16,966.39,959.28,56.09009009009009,26.051428571428566,943.8585714285713,974.6085714285715,988.39,988.39,1061.6022586442289,915.1777413557711,-14.210696,-9.480811,-9.459769
2005/2/17,973.81,966.04,68.47484276729556,26.437857142857133,945.4014285714286,972.5621428571429,986.0171428571429,986.0171428571429,1056.8605714050402,915.1737143092455,-12.460807,-10.07681,-4.767993
2005/2/18,964.01,973.19,70.2157598499062,25.75285714285713,951.092857142857,970.7457142857144,983.01,983.01,1051.6417994349863,914.3782005650136,-11.729574,-10.407363,-2.644422
2005/2/21,983.61,963.58,99.89944695827043,24.20071428571428,962.2085714285714,969.1285714285714,981.0428571428571,981.0428571428571,1045.8271450365642,916.25856924915,-9.459468,-10.217784,1.516632
2005/2/22,1015.66,983.96,99.35857461024497,24.977142857142855,970.39,968.2464285714286,980.3933333333332,980.3933333333332,1045.6066880844478,915.1799785822186,-5.0164,-9.177507,8.322215
2005/2/23,1032.9,1016.77,95.5408814364149,25.40285714285715,984.11,969.5178571428571,981.3942857142856,981.3942857142856,1050.9145654968975,911.8740059316738,-0.102925,-7.362591,14.519331
2005/2/24,1035.35,1031.75,96.57527657527642,25.685714285714294,995.9614285714285,971.5542857142856,983.712857142857,983.712857142857,1056.451483412391,910.9742308733231,3.943277,-5.101417,18.089389
2005/2/25,1032.41,1034.54,86.98562884941539,25.396428571428583,1005.3928571428571,974.6257142857143,984.87,984.87,1060.51458097264,909.2254190273599,6.833911,-2.714352,19.096526
2005/2/28,1029.38,1032.18,80.25563403969068,24.21285714285716,1013.3314285714285,979.3664285714285,986.1519047619047,986.1519047619047,1064.4640157766062,907.8397937472031,8.779065,-0.415668,18.389466
2005/3/1,1030.82,1028.61,81.87016481668341,22.2607142857143,1022.8757142857141,986.9842857142856,988.1223809523809,988.1223809523809,1068.5160660670451,907.7286958377167,10.31787,1.731039,17.173662
2005/3/2,1014.53,1031.5,61.08380290133072,22.297142857142862,1027.2928571428572,994.7507142857143,988.5166666666667,988.5166666666667,1067.6870432637645,909.3462900695687,10.106418,3.406115,13.400605
2005/3/3,1020.25,1011.26,67.94149382568035,19.610000000000007,1027.9485714285715,999.1692857142858,988.1471428571427,988.1471428571427,1067.7409792953204,908.5533064189651,10.281873,4.781267,11.001213
2005/3/4,1011.36,1020.55,44.52747937101045,18.65571428571429,1024.8714285714284,1004.4907142857144,987.9690476190475,987.9690476190475,1067.8277047248168,908.1103905132782,9.592992,5.743612,7.698761
2005/3/7,1013.59,1011.81,23.709456372772962,17.75142857142858,1021.7628571428571,1008.8621428571429,988.2904761904762,988.2904761904762,1069.0284246084093,907.5525277725429,9.121841,6.419258,5.405166
2005/3/8,1037.03,1014.26,77.24988579259926,17.777142857142856,1022.4228571428572,1013.9078571428571,990.5580952380953,990.5580952380953,1073.191343159893,907.9248473162978,10.51861,7.239128,6.558963
2005/3/9,1042.18,1039.51,89.0132480584743,17.314285714285713,1024.2514285714285,1018.7914285714286,994.3280952380952,994.3280952380952,1073.3620435468008,915.2941469293895,11.9039,8.172082,7.463636
2005/3/10,1011.79,1042.74,21.029411764705728,19.06214285714285,1021.5328571428572,1022.2042857142858,998.5004761904761,998.5004761904761,1064.725973736838,932.2749786441143,10.429311,8.623528,3.611566
2005/3/11,1017.45,1009.98,34.901960784313786,18.494285714285702,1021.9499999999999,1024.6214285714286,1003.8171428571428,1003.8171428571428,1066.8308747858182,940.8034109284675,9.606664,8.820155,1.573018
2005/3/14,1005.99,1016.72,29.159679523010972,18.029285714285702,1019.9128571428571,1023.9307142857143,1006.0838095238096,1006.0838095238096,1060.0417777661564,952.1258412814627,7.938474,8.643819,-1.41069
2005/3/15,993.48,1005.51,5.8505682876839735,17.16071428571426,1017.3585714285715,1021.115,1008.7800000000001,1008.7800000000001,1056.3225945199065,961.2374054800938,5.543072,8.02367,-4.961195
2005/3/16,982.84,991.75,7.890377955127257,17.26071428571426,1012.9657142857143,1017.3642857142858,1010.2300000000001,1010.2300000000001,1054.9657074382426,965.4942925617578,2.754389,6.969814,-8.430849
2005/3/17,967.59,980.92,0.1437344832092169,17.419999999999966,1003.0457142857143,1012.7342857142856,1010.287142857143,1010.287142857143,1056.2234465372333,964.3508391770525,-0.67839,5.440173,-12.237126
2005/3/18,946.71,965.18,3.0103668261562837,18.355714285714246,989.407142857143,1006.8292857142858,1008.9966666666667,1008.9966666666667,1059.2000510776384,958.793282255695,-5.025799,3.346979,-16.745556
2005/3/21,950.79,945.76,11.06659034535386,18.380714285714248,980.6928571428572,1001.1128571428571,1008.367142857143,1008.367142857143,1064.203606890868,952.5306788234178,-8.049145,1.067754,-18.233798
2005/3/22,915.94,950.8,0.16458970138728468,19.159285714285684,966.1914285714286,994.0707142857143,1005.1447619047619,1005.1447619047619,1074.8031632645407,935.4863605449833,-13.106192,-1.767035,-22.678314
2005/3/23,915.97,915.04,6.095430725383834,19.584285714285677,953.3314285714287,986.6221428571428,1000.3976190476192,1000.3976190476192,1079.1023840675473,921.6928540276909,-16.916515,-4.796931,-24.239167
2005/3/24,928.54,914.47,19.938260395859746,20.2778571428571,944.0542857142857,980.7064285714285,995.4280952380951,995.4280952380951,1078.0787384616247,912.7774520145656,-18.706294,-7.578804,-22.254981
2005/3/25,923.2,928.73,16.46033475289692,20.46714285714282,935.5342857142857,974.25,990.087619047619,990.087619047619,1076.2511967173173,903.9240413779207,-20.321349,-10.127313,-20.388072
2005/3/28,911.35,921.89,15.186669479012851,20.665714285714255,927.5,965.2728571428571,984.3228571428573,984.3228571428573,1074.6140893336205,894.031624952094,-22.300422,-12.561935,-19.476974
2005/3/29,904.82,910.67,9.001486903808772,21.015714285714257,921.5157142857142,955.4614285714287,978.3914285714286,978.3914285714286,1071.886833918711,884.8960232241462,-24.117754,-14.873098,-18.48931
2005/3/30,869.58,902.01,0.6865671641791588,21.08785714285712,909.9142857142857,945.3035714285716,970.7133333333334,970.7133333333334,1073.562287246597,867.8643794200697,-28.077911,-17.514061,-21.1277
2005/3/31,880.9,868.27,22.341005781607944,21.682857142857124,904.9085714285715,935.5500000000001,964.3500000000001,964.3500000000001,1071.2450364659308,857.4549635340695,-29.957602,-20.002769,-19.909666
2005/4/1,913.85,880.26,58.88901135236422,23.38142857142855,904.6057142857143,928.9685714285715,959.2833333333334,959.2833333333334,1065.5064608527207,853.0602058139461,-28.460407,-21.694297,-13.532221
2005/4/4,896.29,904.54,49.06305566953905,23.89785714285713,899.9985714285714,922.0264285714286,953.8038095238096,953.8038095238096,1059.7492255543993,847.8583934932199,-28.363854,-23.028208,-10.671292
2005/4/5,886.2,894.29,37.73971600058566,23.74857142857142,894.7128571428573,915.1235714285715,947.7376190476191,947.7376190476191,1049.2218514967512,846.2533865984869,-28.769872,-24.176541,-9.186663
2005/4/6,898.88,886.2,56.30215195432587,24.619285714285713,892.9314285714287,910.2157142857143,941.1590476190477,941.1590476190477,1033.0192206739914,849.2988745641038,-27.748606,-24.890954,-5.715304
2005/4/7,913.66,898.6,81.45654834761321,24.792857142857144,894.1942857142858,907.8549999999999,935.0390476190478,935.0390476190478,1020.1106049352892,849.9674903028064,-25.453214,-25.003406,-0.899616
2005/4/8,931.38,913.34,99.3003078645396,25.44357142857143,903.0228571428571,906.4685714285715,931.21,931.21,1005.997252952696,856.422747047304,-21.951204,-24.392966,4.883524
2005/4/11,931.97,930.52,89.74037376144494,24.024285714285718,910.3185714285713,907.6135714285714,927.1395238095238,927.1395238095238,992.1312081682898,862.1478394507577,-18.910241,-23.296421,8.772359
2005/4/12,905.87,930.97,57.00489150884239,24.16785714285715,909.1785714285714,906.8921428571429,922.3719047619046,922.3719047619046,978.6426125853128,866.1011969384964,-18.394271,-22.315991,7.843439
2005/4/13,929.11,908.76,84.12652767792959,24.28857142857144,913.867142857143,906.9328571428571,919.3066666666666,919.3066666666666,967.2165966339885,871.3967366993447,-15.926497,-21.038092,10.223191
2005/4/14,916.35,931.79,64.00483968542052,24.88500000000001,918.1742857142856,906.4435714285713,916.1404761904762,916.1404761904762,957.4954390314575,874.7855133494949,-14.829448,-19.796363,9.93383
2005/4/15,887.93,912.68,21.022383545069534,25.177142857142865,916.61,904.7707142857143,912.3471428571429,912.3471428571429,952.1089785131691,872.5853072011167,-16.068063,-19.050703,5.96528
2005/4/18,868.33,882.41,7.89946140035917,25.986428571428583,910.1342857142856,902.1642857142857,908.6147619047618,908.6147619047618,947.9408852165864,869.2886385929373,-18.418909,-18.924344,1.010871
2005/4/19,867.23,867.35,12.61833433193527,24.489285714285717,900.97,901.9964285714285,904.6357142857142,904.6357142857142,947.3860408341745,861.885387737254,-20.138587,-19.167193,-1.942788
2005/4/20,844.93,866.65,1.2035692052292677,24.701428571428576,888.5357142857143,899.4271428571428,901.2542857142857,901.2542857142857,951.0638621661667,851.4447092624048,-23.035331,-19.940821,-6.189021
2005/4/21,826.05,843.57,4.654466449402472,22.945714285714285,877.1328571428572,893.1557142857143,896.9723809523808,896.9723809523808,955.0464970817762,838.8982648229854,-26.548445,-21.262345,-10.5722
2005/4/22,806.65,823.62,4.319490754774124,23.107857142857135,859.6385714285714,886.7528571428572,891.1680952380951,891.1680952380951,959.9055711959203,822.43061928027,-30.545918,-23.11906,-14.853716
2005/4/25,789.54,792.11,7.305877028512289,24.15214285714284,841.5228571428571,879.8485714285714,884.8033333333335,884.8033333333335,965.8905363992463,803.7161302674207,-34.694639,-25.434176,-18.520927
2005/4/26,806.94,784.95,18.55563457684105,24.274285714285693,829.9528571428572,873.2814285714286,879.8314285714285,879.8314285714285,967.0758609017012,792.5869962411559,-36.161647,-27.57967,-17.163954
2005/4/27,790.24,809.9,8.925914906277898,23.68928571428569,818.7971428571428,864.4657142857143,874.3752380952382,874.3752380952382,970.1420473110012,778.6084288794751,-38.231107,-29.709957,-17.0423
2005/4/28,813.63,787.36,34.35770185149838,24.945714285714264,811.14,856.0550000000001,871.7109523809524,871.7109523809524,971.2012266001466,772.2206781617583,-37.550928,-31.278152,-12.545554
2005/4/29,802.28,812.84,26.212250106337713,24.78285714285712,805.0471428571428,846.7914285714286,867.9671428571429,867.9671428571429,969.8825226375734,766.0517630767124,-37.495507,-32.521623,-9.947769
2005/5/9,771.08,803.67,0.22966906775240356,25.457857142857115,797.1942857142857,837.1635714285713,861.1685714285715,861.1685714285715,970.2929280855037,752.0442147716392,-39.513675,-33.920033,-11.187284
2005/5/10,773.2,767.78,26.512881965248724,25.65499999999998,792.4157142857144,826.027142857143,855.3071428571429,855.3071428571429,970.1435663610024,740.4707193532835,-40.475446,-35.231116,-10.488661
2005/5/11,772.08,771.41,31.73989016475295,25.412857142857124,789.9214285714287,815.7221428571429,849.872857142857,849.872857142857,968.1701630471352,731.5755512385788,-40.857057,-36.356304,-9.001505
2005/5/12,769.02,772.16,31.694531028619995,24.457857142857126,784.5042857142856,807.2285714285715,843.6890476190475,843.6890476190475,962.6195526651716,724.7585425729235,-40.934534,-37.27195,-7.325168
2005/5/13,779.49,766.13,46.52876168886372,23.765714285714264,782.9685714285715,800.8828571428572,837.3,837.3,950.9955362545527,723.6044637454472,-39.693532,-37.756266,-3.874531
2005/5/16,776.54,778.48,42.34910739586281,23.332142857142838,777.6700000000001,794.405,829.9266666666668,829.9266666666668,936.015869545038,723.8374637882957,-38.504216,-37.905856,-1.19672
2005/5/17,785.44,775.24,54.95891187305193,22.931428571428544,775.2642857142857,790.1557142857143,822.9490476190476,822.9490476190476,923.1787434182455,722.7193518198497,-36.42365,-37.609415,2.37153
2005/5/18,794.57,785.25,70.86660751257034,22.064999999999973,778.62,787.907142857143,817.6490476190477,817.6490476190477,903.7738225618426,731.5242726762527,-33.650174,-36.817567,6.334786
2005/5/19,794.49,795.21,79.91981289675914,21.254285714285693,781.6614285714286,787.0385714285713,811.2385714285715,811.2385714285715,882.2118390720983,740.2653037850447,-31.100126,-35.674079,9.147905
2005/5/20,787.9,794.71,80.15934706568203,19.922857142857122,783.9214285714286,786.9214285714287,805.1219047619048,805.1219047619048,865.0132211608593,745.2305883629504,-29.273506,-34.393964,10.240916
2005/5/23,758.68,784.48,2.376825947016398,19.87857142857141,782.4442857142858,783.4742857142857,798.9671428571429,798.9671428571429,852.6534574516137,745.2808282626721,-29.839733,-33.483118,7.286771
2005/5/24,777.77,756.41,54.49664429530199,20.514999999999986,782.1985714285714,782.5835714285714,794.6547619047619,794.6547619047619,836.855717942818,752.4538058667058,-28.420454,-32.470585,8.100262
