Date,Close,Open,RSV,ATR,MA7,MA14,MA21,Middle_Band,Upper_Band,Lower_Band,DIF,DEA,MACD
2015/9/25,2979.12,3067.08,55.13967897387585,94.43928571428572,3033.0057142857145,3008.3414285714284,2985.6099999999997,2985.6099999999997,3138.63417337759,2832.5858266224095,32.835176,29.416786,6.836781
2015/9/28,3023.75,2977.45,70.02914569060152,90.57214285714288,3042.058571428571,3011.375,2992.158571428571,2992.158571428571,3145.773368838059,2838.5437740190832,31.484272,29.830283,3.307978
2015/9/29,2989.62,2988.33,25.21285723714598,89.02000000000001,3039.7942857142857,3008.1264285714283,2992.674285714286,2992.674285714286,3139.810337452304,2845.5382339762677,27.344456,29.333118,-3.977324
2015/9/30,2989.99,2996.54,25.457065540228214,88.0407142857143,3028.1700000000005,3004.6985714285715,2988.0733333333333,2988.0733333333333,3135.2062693255316,2840.940397341135,23.818908,28.230276,-8.822736
2015/10/8,3101.67,3094.83,87.0201634236671,93.27928571428573,3030.057142857143,3007.805714285714,2993.349523809524,2993.349523809524,3140.576720707094,2846.1223269119537,29.694231,28.523067,2.342329
2015/10/9,3129.59,3107.42,94.64256898499272,83.67000000000004,3041.0485714285714,3021.238571428571,3004.967619047619,3004.967619047619,3151.1735642791755,2858.7616738160623,36.186246,30.055703,12.261086
2015/10/12,3157.55,3096.94,79.62746016869743,83.73357142857147,3053.0414285714282,3044.526428571429,3018.421428571429,3018.421428571429,3164.332619567511,2872.5102375753468,43.09063,32.662688,20.855885
2015/10/13,3152.73,3119.55,77.74523586379264,74.3328571428572,3077.8428571428567,3055.424285714286,3031.5085714285715,3031.5085714285715,3186.3654975860663,2876.6516452710766,47.624486,35.655048,23.938876
2015/10/14,3106.88,3082.68,59.840674789128514,73.16500000000006,3089.718571428571,3065.8885714285716,3037.489523809524,3037.489523809524,3195.7417979463407,2879.2372496727075,46.976373,37.919313,18.11412
2015/10/15,3159.56,3067.29,80.41237113402066,74.97142857142863,3113.9957142857143,3076.895,3043.4161904761904,3043.4161904761904,3210.805298918955,2876.027082033426,50.135642,40.362578,19.546126
2015/10/16,3172.38,3172.66,85.05742526711765,71.8078571428572,3140.0514285714285,3084.110714285714,3049.8161904761905,3049.8161904761905,3226.8029554021246,2872.8294255502565,53.062184,42.9025,20.319369
2015/10/19,3153.32,3186.17,77.43006923046154,73.85071428571437,3147.4300000000003,3088.743571428571,3054.347142857143,3054.347142857143,3229.493283773508,2879.2010019407776,53.229906,44.967981,16.52385
2015/10/20,3190.05,3142.82,86.22549019607867,74.62071428571439,3156.067142857143,3098.557857142857,3066.1814285714286,3066.1814285714286,3214.152349964435,2918.210507178422,55.684732,47.111331,17.146802
2015/10/21,3098.77,3198.33,14.99599792833934,86.63214285714295,3147.6700000000005,3100.355714285714,3078.907619047619,3078.907619047619,3222.4757671790735,2935.3394709161644,49.69185,47.627435,4.12883
2015/10/22,3237.33,3103.66,80.23447431611656,89.10000000000007,3159.7557142857145,3118.799285714286,3090.2014285714286,3090.2014285714286,3237.4134034669246,2942.9894536759325,55.483502,49.198648,12.569707
