Date,Close,Open,RSV,ATR,MA7,MA14,MA21,Middle_Band,Upper_Band,Lower_Band,DIF,DEA,MACD
2020/2/7,1349.14,1261.27,95.12958145355157,91.02857142857145,1246.2042857142858,1230.890714285714,1173.8809523809523,1173.8809523809523,1386.7553607486439,961.0065440132607,56.134744,48.981153,14.307181
2020/2/10,1391.51,1360.23,96.57152852686511,91.14500000000001,1255.0514285714287,1249.3899999999999,1190.770476190476,1190.770476190476,1413.1402618984032,968.400690482549,64.811446,52.147212,25.328468
2020/2/11,1364.7,1382.87,88.75542987084927,91.95785714285716,1265.5085714285713,1264.7192857142857,1206.0514285714285,1206.0514285714285,1427.8975052813375,984.2053518615193,68.73215,55.4642,26.535901
2020/2/12,1416.09,1354.93,94.85764555342286,96.11714285714288,1316.3414285714284,1283.7707142857143,1223.7642857142857,1223.7642857142857,1448.7700274796202,998.7585439489512,75.120142,59.395388,31.449508
2020/2/13,1429.67,1418.14,84.35944279515871,97.81642857142859,1350.267142857143,1299.855,1241.899523809524,1241.899523809524,1469.420343490759,1014.378704128289,80.352213,63.586753,33.530921
2020/2/14,1379.84,1425.26,70.90730268010816,95.44928571428572,1370.902857142857,1304.3942857142858,1256.7309523809524,1256.7309523809524,1478.345579817149,1035.116324944756,79.560677,66.781538,25.558279
2020/2/17,1432.36,1385.17,77.15832957267325,93.93500000000002,1394.7585714285713,1313.777857142857,1272.9414285714283,1272.9414285714283,1489.5833404031541,1056.2995167397025,82.223483,69.869927,24.707113
2020/2/18,1452.89,1432.08,83.84829456258028,92.59928571428573,1409.5800000000002,1327.892142857143,1290.4538095238097,1290.4538095238097,1507.8303731639594,1073.07724588366,85.010428,72.898027,24.224802
2020/2/19,1430.34,1451.62,72.07214626914836,86.93000000000002,1415.1271428571429,1335.0892857142858,1304.6357142857141,1304.6357142857141,1517.8629262451636,1091.4085023262646,84.426292,75.20368,18.445224
2020/2/20,1394.65,1432.92,33.1330749354006,84.62357142857145,1419.4057142857143,1342.457142857143,1316.2814285714285,1316.2814285714285,1517.9372463558798,1114.6256107869772,80.159447,76.194834,7.929227
2020/2/21,1385.76,1380.71,27.390180878553,70.80714285714286,1415.0728571428572,1365.707142857143,1327.5380952380954,1327.5380952380954,1522.6469616340532,1132.4292288421375,75.193805,75.994628,-1.601645
2020/2/24,1392.39,1378.32,26.741931015376156,64.01,1409.7471428571428,1380.007142857143,1336.4857142857143,1336.4857142857143,1533.1279353209848,1139.8434932504438,70.975325,74.990767,-8.030885
